hotel,hotel_type,arrival_date,lead_time,market_segment,distribution_channel,customer_type,deposit_type,country,agent,adr,estimated_revenue,is_canceled,cancel_risk_score,predicted_cancel
Resort Hotel - Chennai,Resort Hotel,2024-11-27,68,Online TA,TA/TO,Transient,No Deposit,PRT,241.0,176.64,1236.48,0,0.35378852164032093,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-23,16,Direct,Direct,Transient,No Deposit,IRL,250.0,192.0,768.0,0,0.16596025497002082,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-22,65,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,156.0,107.0,321.0,0,0.001885582633504184,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-03,16,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,163.35,326.7,0,0.46063376035253584,0
Resort Hotel - Delhi,Resort Hotel,2024-12-17,95,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,125.0,375.0,1,0.8511597387288824,1
Resort Hotel - Bangalore,Resort Hotel,2024-11-01,50,Offline TA/TO,TA/TO,Transient,No Deposit,IRL,156.0,123.0,615.0,0,0.0031578395554880253,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-26,16,Direct,Direct,Transient,No Deposit,PRT,250.0,192.0,960.0,0,0.7060174466325718,1
Resort Hotel - Pune,Resort Hotel,2024-11-26,51,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,183.0,1098.0,0,0.2199638011385536,0
Resort Hotel - Indore,Resort Hotel,2024-11-17,22,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,191.0,1146.0,1,0.6960092512318159,1
Resort Hotel - Delhi,Resort Hotel,2024-11-26,35,Online TA,TA/TO,Transient,No Deposit,IRL,240.0,174.71,1222.9701,0,0.3232046415405581,0
Resort Hotel - Mumbai,Resort Hotel,2024-11-01,46,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,261.0,149.0,1043.0,0,0.6467813075491002,1
Resort Hotel - Delhi,Resort Hotel,2024-12-28,22,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,5.0,162.29,1136.0299,0,0.11921315410010587,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-29,70,Direct,Direct,Transient,No Deposit,PRT,250.0,211.0,1266.0,0,0.002069523433389683,0
Resort Hotel - Goa,Resort Hotel,2024-11-18,116,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,149.4,896.39996,1,0.7239123269223965,1
Resort Hotel - Chandigarh,Resort Hotel,2024-11-24,78,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,134.0,938.0,1,0.7735544085087885,1
Resort Hotel - Chennai,Resort Hotel,2024-12-30,35,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,172.0,516.0,1,0.7502379701431515,1
Resort Hotel - Mumbai,Resort Hotel,2024-11-28,55,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,148.25,593.0,1,0.7377703332758712,1
Resort Hotel - Bhopal,Resort Hotel,2024-11-19,76,Online TA,TA/TO,Transient,No Deposit,POL,240.0,164.0,656.0,0,0.31383275687381,0
Resort Hotel - Delhi,Resort Hotel,2024-12-21,11,Direct,Direct,Transient,No Deposit,PRT,0.0,199.4,997.0,0,0.3256548168207858,0
Resort Hotel - Goa,Resort Hotel,2024-12-02,93,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,192.2,961.0,1,0.933714919077036,1
Resort Hotel - Indore,Resort Hotel,2024-11-26,41,Direct,Direct,Transient,No Deposit,PRT,0.0,112.34,449.36,1,0.7403986979191016,1
Resort Hotel - Bangalore,Resort Hotel,2024-12-20,61,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,124.5,498.0,1,0.7873133545222258,1
Resort Hotel - Chennai,Resort Hotel,2024-11-11,31,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,191.0,955.0,1,0.7461023556179804,1
Resort Hotel - Mumbai,Resort Hotel,2024-11-23,31,Direct,Direct,Transient,No Deposit,BRA,250.0,176.0,352.0,0,0.001195174167454653,0
Resort Hotel - Kochi,Resort Hotel,2024-12-16,11,Direct,Direct,Transient-Party,No Deposit,PRT,250.0,127.67,383.01,0,0.3195674013769512,0
Resort Hotel - Pune,Resort Hotel,2024-11-13,22,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,145.0,870.0,1,0.8000029306007601,1
Resort Hotel - Bangalore,Resort Hotel,2024-12-27,143,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,165.0,1155.0,1,0.8748653327682663,1
Resort Hotel - Kolkata,Resort Hotel,2024-12-24,47,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,113.43,794.01,1,0.9155506503235902,1
Resort Hotel - Indore,Resort Hotel,2024-11-15,104,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,161.29,1129.0299,1,0.8015901220521131,1
Resort Hotel - Indore,Resort Hotel,2024-12-13,28,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,98.0,294.0,0,0.4391191084170254,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-06,10,Offline TA/TO,TA/TO,Contract,No Deposit,PRT,142.0,122.6,490.4,0,0.6049118930705775,1
Resort Hotel - Pune,Resort Hotel,2024-12-24,159,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,101.44,507.2,1,0.9512029275429116,1
Resort Hotel - Kolkata,Resort Hotel,2024-12-16,47,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,98.0,196.0,1,0.7989993369723,1
Resort Hotel - Jaipur,Resort Hotel,2024-12-06,14,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,113.0,226.0,1,0.8394111276915208,1
Resort Hotel - Bangalore,Resort Hotel,2024-12-22,149,Online TA,TA/TO,Transient-Party,No Deposit,PRT,240.0,155.0,310.0,1,0.2124177669287476,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-23,68,Direct,Direct,Transient,No Deposit,PRT,250.0,150.71,1054.9701,0,0.0020709786397329747,0
Resort Hotel - Goa,Resort Hotel,2024-11-18,29,Direct,Direct,Transient,No Deposit,PRT,250.0,211.0,633.0,0,0.08895789841417082,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-07,6,Corporate,Direct,Transient-Party,No Deposit,FRA,0.0,88.2,264.59998,0,0.013000457491235034,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-07,28,Offline TA/TO,TA/TO,Contract,No Deposit,PRT,142.0,116.8,350.40002,0,0.6826716419687054,1
Resort Hotel - Kochi,Resort Hotel,2024-12-02,63,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,168.0,840.0,0,0.0031573545231730815,0
Resort Hotel - Mumbai,Resort Hotel,2024-11-04,15,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,163.0,326.0,1,0.9007123712016184,1
Resort Hotel - Indore,Resort Hotel,2024-11-28,68,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,123.0,738.0,0,0.7222694012483483,1
Resort Hotel - Kochi,Resort Hotel,2024-11-25,26,Direct,Direct,Transient,No Deposit,GBR,250.0,156.0,1092.0,0,0.32306175901804457,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-04,52,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,149.0,111.5,780.5,0,0.003212709435112981,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-05,74,Online TA,TA/TO,Transient,No Deposit,PRT,241.0,71.69,215.07,0,0.7009541509339989,1
Resort Hotel - Chennai,Resort Hotel,2024-11-28,32,Offline TA/TO,Direct,Transient,No Deposit,PRT,0.0,149.0,149.0,1,0.505676034415281,1
Resort Hotel - Hyderabad,Resort Hotel,2024-11-10,26,Direct,Direct,Transient,No Deposit,PRT,250.0,117.8,589.0,1,0.4464977002989109,0
Resort Hotel - Kochi,Resort Hotel,2024-11-01,128,Offline TA/TO,TA/TO,Transient,No Deposit,IRL,95.0,97.5,682.5,0,0.004252457737356562,0
Resort Hotel - Goa,Resort Hotel,2024-11-18,35,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,144.9,579.6,0,0.11437980642534024,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-15,2,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,188.0,940.0,0,0.0680144391693191,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-13,0,Direct,Direct,Transient,No Deposit,PRT,0.0,131.0,262.0,0,0.04349130874516795,0
Resort Hotel - Chennai,Resort Hotel,2024-12-23,61,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,156.0,624.0,1,0.9136599717620287,1
Resort Hotel - Lucknow,Resort Hotel,2024-11-29,175,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,143.0,91.5,640.5,0,0.0019618780989851554,0
Resort Hotel - Jaipur,Resort Hotel,2024-11-06,12,Direct,Direct,Transient,No Deposit,PRT,250.0,133.0,931.0,0,0.0019002756001255503,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-07,0,Direct,Direct,Transient,No Deposit,ESP,0.0,146.0,146.0,0,0.0024616219796873944,0
Resort Hotel - Kochi,Resort Hotel,2024-11-19,31,Online TA,TA/TO,Transient,No Deposit,BEL,240.0,108.0,324.0,0,0.05624281726967387,0
Resort Hotel - Goa,Resort Hotel,2024-11-21,101,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,153.0,153.0,1,0.6788402339065008,1
Resort Hotel - Jaipur,Resort Hotel,2024-11-29,171,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,59.13,236.52,1,0.8504880529613607,1
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-14,143,Online TA,TA/TO,Transient,No Deposit,BRA,240.0,66.6,399.59998,0,0.055185114410675744,0
Resort Hotel - Kochi,Resort Hotel,2024-12-15,340,Offline TA/TO,TA/TO,Group,No Deposit,PRT,96.0,0.0,0.0,1,0.9206429073455185,1
Resort Hotel - Bangalore,Resort Hotel,2024-11-26,2,Direct,Direct,Transient,No Deposit,PRT,250.0,124.0,620.0,0,0.0020931595514823535,0
Resort Hotel - Goa,Resort Hotel,2024-11-25,21,Online TA,TA/TO,Transient,No Deposit,GBR,240.0,132.0,396.0,0,0.0030008685833282775,0
Resort Hotel - Kochi,Resort Hotel,2024-11-19,81,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,103.8,519.0,1,0.8398762880593275,1
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-19,152,Online TA,TA/TO,Transient,No Deposit,POL,240.0,99.0,594.0,0,0.759353322524388,1
Resort Hotel - Indore,Resort Hotel,2024-11-07,96,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,90.14,630.98,1,0.9538068674432174,1
Resort Hotel - Kolkata,Resort Hotel,2024-11-04,42,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,86.0,258.0,0,0.004946374968296147,0
Resort Hotel - Kochi,Resort Hotel,2024-12-12,64,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,129.0,387.0,1,0.7646361609620317,1
Resort Hotel - Chandigarh,Resort Hotel,2024-12-15,93,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,129.0,387.0,0,0.0027830687762436775,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-13,104,Online TA,TA/TO,Transient,No Deposit,CHL,240.0,66.6,333.0,0,0.8296992931364926,1
Resort Hotel - Bangalore,Resort Hotel,2024-12-30,1,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,150.25,601.0,0,0.19326344032600068,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-04,105,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,83.0,166.0,1,0.9518656825833884,1
Resort Hotel - Bangalore,Resort Hotel,2024-11-08,110,Direct,Direct,Transient-Party,No Deposit,NLD,250.0,65.0,260.0,0,0.04725843219710179,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-25,89,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,89.0,445.0,1,0.7317699272577086,1
Resort Hotel - Mumbai,Resort Hotel,2024-12-19,110,Direct,Direct,Transient-Party,No Deposit,NLD,250.0,74.0,296.0,0,0.14557122548283136,0
Resort Hotel - Kochi,Resort Hotel,2024-12-27,71,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,196.0,99.5,497.5,0,0.008923259109002756,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-28,119,Offline TA/TO,TA/TO,Transient,No Deposit,LVA,171.0,85.0,595.0,0,0.005775151225615486,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-11,36,Online TA,TA/TO,Transient,No Deposit,PRT,242.0,162.0,648.0,1,0.8842194923360915,1
Resort Hotel - Pune,Resort Hotel,2024-11-29,85,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,40.0,102.93,720.51,0,0.0034821858614406654,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-12,65,Direct,Direct,Transient,No Deposit,IRL,250.0,116.0,464.0,0,0.2046905614112004,0
Resort Hotel - Jaipur,Resort Hotel,2024-11-11,158,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,66.6,466.19998,1,0.9564968999606667,1
Resort Hotel - Indore,Resort Hotel,2024-11-07,33,Groups,TA/TO,Transient-Party,No Deposit,PRT,208.0,90.0,180.0,1,0.8761050833445222,1
Resort Hotel - Chandigarh,Resort Hotel,2024-11-10,185,Groups,TA/TO,Transient-Party,No Deposit,FRA,208.0,90.0,180.0,0,0.0007353454413115431,0
Resort Hotel - Pune,Resort Hotel,2024-11-06,159,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,74.0,370.0,1,0.9127110942826392,1
Resort Hotel - Chennai,Resort Hotel,2024-12-11,1,Direct,Direct,Transient,No Deposit,DEU,0.0,129.0,387.0,1,0.04478320578887318,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-07,21,Corporate,Corporate,Transient-Party,No Deposit,DEU,0.0,108.85,108.85,0,0.009465803885302125,0
Resort Hotel - Pune,Resort Hotel,2024-12-25,119,Online TA,TA/TO,Transient,No Deposit,USA,241.0,56.98,113.96,0,0.006492308439857376,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-03,64,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,80.1,240.29999,0,0.08830107296637972,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-04,76,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,74.7,373.5,0,0.19514311588598454,0
Resort Hotel - Indore,Resort Hotel,2024-12-19,44,Direct,Direct,Transient,No Deposit,GBR,250.0,116.0,348.0,0,0.02959250439327233,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-03,81,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,66.29,464.03,1,0.9784859530201389,1
Resort Hotel - Kolkata,Resort Hotel,2024-12-04,0,Online TA,TA/TO,Transient,No Deposit,GBR,241.0,68.53,68.53,0,0.0013225607317275637,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-13,80,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,69.5,278.0,1,0.857449617371424,1
Resort Hotel - Delhi,Resort Hotel,2024-12-27,172,Offline TA/TO,TA/TO,Contract,No Deposit,IRL,8.0,59.03,413.21,0,0.012572769004700403,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-13,13,Direct,Direct,Transient,No Deposit,PRT,250.0,148.12,1036.84,1,0.14193027006533113,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-17,0,Corporate,Corporate,Transient,No Deposit,DEU,110.0,90.1,90.1,0,0.077632789243832,0
Resort Hotel - Kochi,Resort Hotel,2024-11-13,55,Offline TA/TO,TA/TO,Transient-Party,No Deposit,FRA,256.0,73.0,219.0,0,0.004518999521734632,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-13,0,Online TA,TA/TO,Transient-Party,No Deposit,LUX,0.0,120.0,120.0,0,0.0072088859599877386,0
Resort Hotel - Kochi,Resort Hotel,2024-11-12,23,Direct,Direct,Transient,No Deposit,FRA,250.0,65.0,260.0,0,0.23229624983190306,0
Resort Hotel - Kochi,Resort Hotel,2024-11-24,48,Online TA,TA/TO,Transient,No Deposit,BEL,240.0,86.0,430.0,0,0.12413217111869194,0
Resort Hotel - Mumbai,Resort Hotel,2024-11-19,50,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,243.0,63.08,441.56,0,0.00469210626603733,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-12,73,Online TA,TA/TO,Transient,No Deposit,IRL,240.0,47.0,188.0,0,0.08932529551553672,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-12,115,Online TA,TA/TO,Transient,No Deposit,IRL,240.0,56.0,224.0,0,0.12435557165794447,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-21,53,Online TA,TA/TO,Transient,No Deposit,NLD,240.0,59.4,415.80002,0,0.3333149561430929,0
Resort Hotel - Delhi,Resort Hotel,2024-12-21,87,Groups,TA/TO,Transient,Non Refund,PRT,96.0,36.05,36.05,1,0.999122342494579,1
Resort Hotel - Pune,Resort Hotel,2024-11-22,87,Groups,TA/TO,Transient,Non Refund,PRT,96.0,36.05,36.05,1,0.9994325580153753,1
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-24,192,Online TA,TA/TO,Transient-Party,No Deposit,GBR,240.0,40.07,160.28,0,0.520253819795657,1
Resort Hotel - Bhopal,Resort Hotel,2024-11-23,192,Online TA,TA/TO,Transient-Party,No Deposit,GBR,240.0,38.07,152.28,0,0.15948620794762247,0
Resort Hotel - Goa,Resort Hotel,2024-12-19,19,Online TA,TA/TO,Transient,No Deposit,BEL,240.0,74.14,518.98,0,0.19033892240117384,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-17,163,Direct,Direct,Transient,No Deposit,FRA,0.0,51.3,359.1,0,0.06284420254936875,0
Resort Hotel - Mumbai,Resort Hotel,2024-11-18,1,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,47.0,47.0,0,0.19890788410769392,0
Resort Hotel - Goa,Resort Hotel,2024-11-16,338,Direct,Direct,Group,No Deposit,PRT,0.0,0.0,0.0,1,0.8916067973196877,1
Resort Hotel - Bhopal,Resort Hotel,2024-12-22,34,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,117.0,468.0,1,0.945125523211744,1
Resort Hotel - Hyderabad,Resort Hotel,2024-12-14,70,Online TA,TA/TO,Transient,No Deposit,MEX,241.0,43.12,43.12,0,0.005028666377627895,0
Resort Hotel - Jaipur,Resort Hotel,2024-12-02,84,Online TA,TA/TO,Transient,No Deposit,POL,240.0,98.4,688.8,0,0.3523714449114005,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-09,33,Online TA,TA/TO,Transient,No Deposit,DEU,240.0,66.3,132.6,0,0.004329009068694076,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-19,21,Direct,Direct,Transient,No Deposit,IRL,0.0,47.0,94.0,0,0.01971509023870689,0
Resort Hotel - Pune,Resort Hotel,2024-12-15,175,Offline TA/TO,TA/TO,Transient,No Deposit,BEL,6.0,41.6,291.19998,0,0.001316722656451456,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-02,3,Direct,Direct,Transient,No Deposit,ESP,250.0,73.67,221.01,0,0.10228207622558214,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-16,33,Corporate,Corporate,Transient-Party,No Deposit,PRT,0.0,50.0,150.0,0,0.43415276971485595,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-14,132,Offline TA/TO,TA/TO,Contract,No Deposit,IRL,8.0,44.5,178.0,0,0.010332935692510531,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-29,10,Offline TA/TO,TA/TO,Transient-Party,No Deposit,GBR,314.0,48.57,339.99,0,0.016267252590056517,0
Resort Hotel - Indore,Resort Hotel,2024-12-24,1,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,58.0,58.0,0,0.03670234163584549,0
Resort Hotel - Pune,Resort Hotel,2024-12-19,16,Corporate,Corporate,Transient-Party,No Deposit,PRT,0.0,48.0,48.0,0,0.3540813992472568,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-13,1,Direct,Direct,Transient,No Deposit,PRT,250.0,67.0,67.0,0,0.07555501856267251,0
Resort Hotel - Kochi,Resort Hotel,2024-11-15,78,Groups,TA/TO,Transient,Non Refund,ESP,134.0,92.0,276.0,1,0.9992590752244217,1
Resort Hotel - Indore,Resort Hotel,2024-11-09,63,Online TA,TA/TO,Transient,No Deposit,ESP,241.0,43.12,129.36,0,0.013665347822574737,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-01,78,Groups,TA/TO,Transient,Non Refund,ESP,134.0,92.0,276.0,1,0.9990499144924426,1
Resort Hotel - Jaipur,Resort Hotel,2024-11-26,78,Groups,TA/TO,Transient,Non Refund,ESP,134.0,92.0,276.0,1,0.9984898517392317,1
Resort Hotel - Bangalore,Resort Hotel,2024-11-29,67,Direct,Direct,Contract,No Deposit,PRT,250.0,50.0,100.0,0,0.5490791114331047,1
Resort Hotel - Jaipur,Resort Hotel,2024-12-19,78,Groups,TA/TO,Transient,Non Refund,ESP,134.0,92.0,276.0,1,0.9986775070088676,1
Resort Hotel - Kochi,Resort Hotel,2024-11-25,14,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,314.0,78.8,236.40001,0,0.0015214074770299258,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-11,78,Groups,TA/TO,Transient,Non Refund,ESP,134.0,92.0,276.0,1,0.9986897415809629,1
Resort Hotel - Kochi,Resort Hotel,2024-11-06,11,Corporate,Corporate,Contract,No Deposit,PRT,281.0,45.0,45.0,0,0.25116709264966813,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-25,5,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,60.3,60.3,0,0.013120763013871188,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-16,35,Corporate,Corporate,Transient,No Deposit,PRT,0.0,67.5,67.5,1,0.32583909544011114,0
Resort Hotel - Mumbai,Resort Hotel,2024-11-04,12,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,61.5,123.0,0,0.08637610810463757,0
Resort Hotel - Pune,Resort Hotel,2024-11-21,21,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,314.0,49.2,98.4,1,0.31555791021701846,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-03,143,Groups,TA/TO,Transient,Non Refund,PRT,96.0,36.05,252.34999,1,0.9993741268886489,1
Resort Hotel - Goa,Resort Hotel,2024-12-26,143,Groups,TA/TO,Transient,Non Refund,PRT,96.0,36.05,252.34999,1,0.9996666057471897,1
Resort Hotel - Jaipur,Resort Hotel,2024-11-01,143,Groups,TA/TO,Transient,Non Refund,PRT,96.0,36.05,252.34999,1,0.9993932371927305,1
Resort Hotel - Jaipur,Resort Hotel,2024-11-09,368,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,96.0,4.0,28.0,1,0.8816124970556527,1
Resort Hotel - Kochi,Resort Hotel,2024-12-07,39,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,171.0,46.5,46.5,0,0.34927873813366733,0
Resort Hotel - Jaipur,Resort Hotel,2024-11-12,46,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,50.4,50.4,1,0.9066833666592724,1
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-08,0,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,66.0,66.0,0,0.01871977377025545,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-10,2,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,314.0,37.6,75.2,0,0.11996103331280585,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-06,87,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,42.3,169.2,1,0.9635388977724336,1
Resort Hotel - Bangalore,Resort Hotel,2024-11-09,12,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,50.4,201.6,1,0.5705851506175448,1
Resort Hotel - Bhopal,Resort Hotel,2024-11-18,20,Corporate,Corporate,Transient,No Deposit,PRT,0.0,48.0,48.0,0,0.6073714949674226,1
Resort Hotel - Indore,Resort Hotel,2024-11-10,4,Corporate,Corporate,Transient,No Deposit,PRT,0.0,48.0,96.0,0,0.3977702624167023,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-02,56,Online TA,TA/TO,Transient,No Deposit,IRL,240.0,107.43,752.01,0,0.7904468997012011,1
Resort Hotel - Chandigarh,Resort Hotel,2024-11-13,0,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,56.0,56.0,0,0.1658671599432057,0
Resort Hotel - Pune,Resort Hotel,2024-12-10,0,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,56.0,56.0,0,0.019649818465587023,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-24,153,Online TA,TA/TO,Transient-Party,No Deposit,PRT,240.0,0.0,0.0,0,0.03544841204707268,0
Resort Hotel - Goa,Resort Hotel,2024-12-28,153,Online TA,TA/TO,Transient-Party,No Deposit,PRT,240.0,0.0,0.0,0,0.042881224177308684,0
Resort Hotel - Chennai,Resort Hotel,2024-12-04,8,Groups,Corporate,Transient-Party,No Deposit,GBR,0.0,44.5,89.0,0,0.007954121162640963,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-23,50,Direct,Direct,Transient,No Deposit,ESP,0.0,59.4,59.4,1,0.05287068049519395,0
Resort Hotel - Indore,Resort Hotel,2024-11-07,7,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,127.0,39.0,78.0,0,0.09155090705449573,0
Resort Hotel - Delhi,Resort Hotel,2024-11-30,34,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,62.0,186.0,0,0.001961982625892241,0
Resort Hotel - Kochi,Resort Hotel,2024-11-19,47,Groups,Direct,Transient-Party,No Deposit,ESP,0.0,76.8,384.0,0,0.040589179419097794,0
Resort Hotel - Pune,Resort Hotel,2024-11-29,47,Groups,Direct,Transient-Party,No Deposit,ESP,0.0,76.8,384.0,0,0.016687442528917077,0
Resort Hotel - Goa,Resort Hotel,2024-12-25,47,Groups,Direct,Transient-Party,No Deposit,ESP,0.0,76.8,384.0,0,0.01928781221588368,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-05,0,Direct,Direct,Transient,No Deposit,ESP,0.0,56.0,56.0,0,0.01592293318264796,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-19,0,Direct,Direct,Transient,No Deposit,PRT,0.0,66.0,66.0,0,0.0978644375956168,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-02,83,Online TA,TA/TO,Transient,No Deposit,PRT,241.0,34.65,103.950005,0,0.7453461884568339,1
Resort Hotel - Chandigarh,Resort Hotel,2024-12-08,83,Online TA,TA/TO,Transient,No Deposit,PRT,241.0,41.98,125.94,0,0.0028204125335367656,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-01,30,Online TA,TA/TO,Transient,No Deposit,PRT,242.0,59.4,237.6,1,0.9229922379989803,1
Resort Hotel - Delhi,Resort Hotel,2024-11-10,92,Online TA,TA/TO,Transient-Party,No Deposit,CYM,240.0,40.5,162.0,0,0.015771482775814485,0
